study;version;doi;field_start;field_end;id;lastname;firstname;gender;state;party;district_name;district_number;incumbent;list_place;isListed;isDC;screen_name1;screen_name2;user_id1;user_id2;change_v2
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15082;"Lessel";"Ute";"w";"SL";"GRÜNE";"Saarlouis";297;0;;0;1;"utelessel";"";"1421048553024204803";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12834;"Letz";"Emanuel";"m";"RP";"FDP";"";;0;24;1;0;"letzemanuel";"";"1422856219463766016";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11744;"Lewandowski";"Sidney";"m";"NW";"DIE LINKE";"Wesel I";113;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4647;"Ley";"Theresa";"w";"BY";"FDP";"Ingolstadt";216;0;20;1;1;"th_ley";"";"3303954801";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11745;"Leye";"Christian";"m";"NW";"DIE LINKE";"Duisburg II";116;0;6;1;1;"christian_leye";"";"826683982519611393";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7071;"Lichert";"Andreas John";"m";"HE";"AfD";"Wetterau I";177;0;;0;1;"andreaslichert";"";"770959228450340865";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10213;"Lichy";"Olaf Arno Albert";"m";"NI";"CDU";"";;0;37;1;0;"olaf_lichy";"";"409960423";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11526;"Licina-Bode";"Luiza";"w";"NW";"SPD";"Siegen-Wittgenstein";148;0;32;1;1;"bodeluiza";"";"1398240466395611142";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12835;"Lieb";"Alexandra";"w";"RP";"FDP";"";;0;16;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6983;"Lieb";"Thorsten Willibald";"m";"HE";"FDP";"Frankfurt am Main II";183;0;2;1;1;"thorstenlieb";"";"2411398358";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17227;"Liebau";"Urs Justus Jasper Gregor";"m";"ST";"GRÜNE";"Magdeburg";69;0;2;1;1;"ursliebau";"";"1093488058433982474";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11676;"Liebert";"Anja";"w";"NW";"GRÜNE";"Wuppertal I";102;0;27;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11746;"Lieberum";"Jan";"m";"NW";"DIE LINKE";"Herford  Minden-Lübbecke II";133;0;;0;1;"janlieberum";"";"1320639343564935168";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11677;"Liedtke";"Jacob";"m";"NW";"GRÜNE";"Herne  Bochum II";141;0;48;1;1;"liedtke4herne";"";"957382610073915392";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11813;"Liedtke-Bentlage";"Martin";"m";"NW";"AfD";"Wuppertal I";102;0;19;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15040;"Limbacher";"Esra-Leon Ruben";"m";"SL";"SPD";"Homburg";299;0;5;1;1;"esralimbacher";"";"19139341";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10355;"Limburg";"Helge Stefan";"m";"NI";"GRÜNE";"Hameln-Pyrmont  Holzminden";46;0;8;1;1;"helge_limburg";"";"63687144";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4648;"Limmer";"Michael";"m";"BY";"FDP";"";;0;46;1;0;"michlimmer";"";"1341244537612750848";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4713;"Lindauer";"Stefan Christian Xaver";"m";"BY";"GRÜNE";"Augsburg-Land";253;0;46;1;1;"lindauerstefan";"";"1215245011761147905";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2119;"Lindemann";"Lars";"m";"BE";"FDP";"Berlin-Tempelhof-Schöneberg";81;0;3;1;1;"lflindemann";"";"96146500";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11527;"Lindh";"Helge Frederik";"m";"NW";"SPD";"Wuppertal I";102;1;27;1;1;"helgelindh";"";"454981027";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4509;"Lindholz";"Andrea";"w";"BY";"CSU";"Aschaffenburg";247;1;6;1;1;"andrealindholz";"";"1446031532";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1038;"Lindner";"Ralph";"m";"BB";"FDP";"";;0;10;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11607;"Lindner";"Christian Wolfgang";"m";"NW";"FDP";"Rheinisch-Bergischer Kreis";100;1;1;1;1;"c_lindner";"";"122104353";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12863;"Lindner";"Tobias";"m";"RP";"GRÜNE";"Südpfalz";211;1;2;1;1;"tobiaslindner";"";"21197524";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3369;"Link";"Alexander";"m";"BW";"GRÜNE";"";;0;39;1;0;"alex_link90";"";"2847816231";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3315;"Link";"Michael Georg";"m";"BW";"FDP";"Heilbronn";267;1;3;1;1;"michael_g_link";"";"3034092143";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3370;"Link";"Julia Ines";"w";"BW";"GRÜNE";"";;0;45;1;0;"ojulinka";"";"2569471543";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3316;"Link";"Stephan Wolfram";"m";"BW";"FDP";"Zollernalb  Sigmaringen";295;0;31;1;1;"stephan92286946";"";"1232392373617004553";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1024;"Linke";"Friederike Lina";"w";"BB";"SPD";"";;0;14;1;0;"rikelili";"";"811244157587062788";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11447;"Linnemann";"Carsten Christoffer";"m";"NW";"CDU";"Paderborn";137;1;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4649;"Linnerer";"Michael";"m";"BY";"FDP";"Rosenheim";222;0;23;1;1;"linnerer";"";"175507169";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17238;"Lippmann";"Karsten";"m";"ST";"DIE LINKE";"Harz";68;0;6;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4812;"Lippold-Eggen";"Freia";"w";"BY";"AfD";"Bad Kissingen";248;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11608;"Lipproß";"Jochen";"m";"NW";"FDP";"Märkischer Kreis II";150;0;58;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6897;"Lips";"Patricia";"w";"HE";"CDU";"Odenwald";187;1;2;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4714;"Lochmüller";"Christoph Johannes";"m";"BY";"GRÜNE";"Erding  Ebersberg";213;0;38;1;1;"lochmuellerch";"";"1338523294581002249";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";5871;"Löhmann";"Heinrich";"m";"HB";"AfD";"Bremen I";54;0;2;1;1;"heiner_loehmann";"";"398550240";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3317;"Lohr";"Hans-Günther";"m";"BW";"FDP";"Karlsruhe-Land";272;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11854;"Löhrer";"Frieder Cornelius";"m";"NW";"FDP";"Dortmund II";143;0;;0;1;"fcl56";"";"29405176";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4848;"Lommatzsch";"Nicolas";"m";"BY";"GRÜNE";"Schweinfurt";250;0;;0;1;"nicolommatzsch";"";"3373842209";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13978;"Loop";"Denise";"w";"SH";"GRÜNE";"Nordfriesland  Dithmarschen Nord";2;0;5;1;1;"denise_loop";"";"797403769378131968";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4510;"Loos";"Bernhard Siegfried";"m";"BY";"CSU";"München-Nord";217;1;21;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10214;"Lorentsen";"Kerstin";"w";"NI";"CDU";"";;0;52;1;0;"lokerstin";"";"2876684620";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11528;"Lorenz";"Jörg Roger";"m";"NW";"SPD";"";;0;66;1;0;"jrlorenz";"";"65336627";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11609;"Lorenz";"Ralph Albert";"m";"NW";"FDP";"Rhein-Sieg-Kreis I";97;0;57;1;1;"ralphlorenzfdp";"";"2455244503";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4813;"Lösch";"Daniel";"m";"BY";"AfD";"Ansbach";241;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4715;"Löschner";"Isabell";"w";"BY";"GRÜNE";"";;0;43;1;0;"iloeschner";"";"2951060687";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2108;"Loth";"Barbara Eva";"w";"BE";"SPD";"";;0;12;1;0;"barbara1loth";"";"953986027";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3275;"Lotz";"Anja";"w";"BW";"SPD";"Odenwald  Tauber";276;0;29;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3436;"Lotzin";"Marcus";"m";"BW";"AfD";"Calw";280;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2148;"Lötzsch";"Gesine";"w";"BE";"DIE LINKE";"Berlin-Lichtenberg";86;1;3;1;1;"loetzschmdb";"";"24178198";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4716;"Löwenbourg-Brzezinski";"Elisabeth Victoria Sophie";"w";"BY";"GRÜNE";"Weilheim";226;0;21;1;1;"loewenbourg";"";"1356632555387314179";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10215;"Lübbers";"Meike";"w";"NI";"CDU";"";;0;60;1;0;"meikelue";"";"2616771779";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6898;"Lübcke";"Christoph Heinrich";"m";"HE";"CDU";"";;0;42;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11774;"Lucassen";"Hans-Rüdiger";"m";"NW";"AfD";"Euskirchen  Rhein-Erft-Kreis II";92;1;1;1;1;"mdb_lucassen";"";"4875914470";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11678;"Lucks";"Max";"m";"NW";"GRÜNE";"Bochum I";140;0;14;1;1;"max_lucks";"";"481428317";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2094;"Luczak";"Jan-Marco";"m";"BE";"CDU";"Berlin-Tempelhof-Schöneberg";81;1;2;1;1;"jm_luczak";"";"22908417";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1065;"Lüders";"Niels-Olaf";"m";"BB";"DIE LINKE";"Märkisch-Oderland  Barnim II";59;0;8;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6942;"Lüderwald";"Silke Christina";"w";"HE";"SPD";"";;0;41;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16122;"Ludwig";"André";"m";"SN";"FDP";"Vogtlandkreis";166;0;7;1;1;"berglas5";"";"2812915821";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4511;"Ludwig";"Daniela";"w";"BY";"CSU";"Rosenheim";222;1;4;1;1;"daniludwigmdb";"";"1019846605044936705";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1006;"Ludwig";"Saskia";"w";"BB";"CDU";"Potsdam  Potsdam-Mittelmark II  Teltow-Fläming II";61;1;7;1;1;"saskialudwigcdu";"";"472261226";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11529;"Lugk";"Bettina";"w";"NW";"SPD";"Märkischer Kreis II";150;0;14;1;1;"bettinalugk";"";"1193991990196785157";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7010;"Lührmann";"Anna Kristina";"w";"HE";"GRÜNE";"Rheingau-Taunus  Limburg";178;0;5;1;1;"annaluehrmann";"";"1179715307440619522";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15056;"Luksic";"Oliver";"m";"SL";"FDP";"St. Wendel";298;1;1;1;1;"olliluksic";"";"21144568";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11448;"Lünenschloss";"Caroline Anne Marie";"w";"NW";"CDU";"Wuppertal I";102;0;44;1;1;"carolueni";"";"1320785670487658498";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3318;"Lutfullin";"Timur";"m";"BW";"FDP";"Stuttgart II";259;0;21;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10273;"Luther";"Manon Philine";"w";"NI";"SPD";"";;0;53;1;0;"manon_luther";"";"1204335369111687168";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4650;"Lütke";"Kristine";"w";"BY";"FDP";"Roth";246;0;12;1;1;"kristine_lutke";"";"875431735256920065";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17239;"Lüttich";"Nadja";"w";"ST";"DIE LINKE";"";;0;7;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15067;"Lutze";"Thomas";"m";"SL";"DIE LINKE";"";;1;1;1;0;"thlutze";"";"3667108397";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2171;"Maack";"Sebastian";"m";"BE";"AfD";"Berlin-Reinickendorf";77;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10382;"Maas";"Raphael Danilo";"m";"NI";"DIE LINKE";"";;0;13;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10356;"Maas";"Stefan";"m";"NI";"GRÜNE";"Aurich  Emden";24;0;30;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15041;"Maas";"Heiko Josef";"m";"SL";"SPD";"Saarlouis";297;1;1;1;1;"heikomaas";"";"24158261";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18259;"Maaßen";"Hans-Georg";"m";"TH";"CDU";"Suhl  Schmalkalden-Meiningen  Hildburghausen  Sonneberg";196;0;;0;1;"hgmaassen";"";"843210563190771713";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12806;"Machalet";"Tanja";"w";"RP";"SPD";"Montabaur";204;0;2;1;1;"tmachalet";"";"23340320";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4512;"Machon";"Christian";"m";"BY";"CSU";"";;0;71;1;0;"christianmachon";"";"48348187";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3212;"Mack";"Klaus";"m";"BW";"CDU";"Calw";280;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12807;"Mackensen-Geis";"Isabel Larissa";"w";"RP";"SPD";"Neustadt  Speyer";208;1;4;1;1;"isabelmackensen";"";"2322165327";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15086;"Magar";"Axel Maria";"m";"SL";"AfD";"St. Wendel";298;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16090;"Magwas";"Yvonne";"w";"SN";"CDU";"Vogtlandkreis";166;1;4;1;1;"yvonnemagwas";"";"3852561082";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11449;"Mahlberg";"Thomas";"m";"NW";"CDU";"Duisburg I";115;0;27;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1066;"Mahlo";"Yvonne Margret";"w";"BB";"DIE LINKE";"Elbe-Elster  Oberspreewald-Lausitz II";65;0;9;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13979;"Mai";"Nadine";"w";"SH";"GRÜNE";"";;0;15;1;0;"nadinemaigruen";"";"992511593341685760";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6943;"Mai-Wehnes";"Waltraud Katharina";"w";"HE";"SPD";"";;0;49;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12808;"Maier";"David";"m";"RP";"SPD";"Worms";206;0;11;1;1;"buerodavidmaier";"";"761649232990314500";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16183;"Maier";"Jens";"m";"SN";"AfD";"Dresden I";159;1;2;1;1;"jensmaierafd";"";"916639458409242624";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6984;"Maiwald";"Frank Michael";"m";"HE";"FDP";"Frankfurt am Main I";182;0;21;1;1;"frankfuerffm";"";"1418945384714485769";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3437;"Malewski";"Boris";"m";"BW";"AfD";"Esslingen";261;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11814;"Malisch";"Jessica";"w";"NW";"AfD";"Mettmann II";105;0;17;1;1;"jessica_malisch";"";"3383567741";"";0
